Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,index,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime
38.0,702.0,14.0,4.0,1.0,2340.0,3.0,49.0,2.0,1.0,2.0,4632.0,12261.0,1.0,24.0,4.0,4.0,80.0,1.0,6.0,2.0,1.0,4.0,2.0,0.0,2.0,198,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Yes,No
28.0,1378.0,10.0,4.0,1.0,2341.0,4.0,83.0,3.0,2.0,3.0,5084.0,8439.0,1.0,13.0,3.0,4.0,80.0,1.0,6.0,2.0,4.0,5.0,2.0,0.0,3.0,358,Non-Travel,Sales,Medical,Female,Sales Executive,Single,Yes,No
47.0,1447.0,28.0,3.0,1.0,2342.0,2.0,63.0,3.0,3.0,4.0,9552.0,16531.0,4.0,19.0,3.0,4.0,80.0,1.0,10.0,4.0,4.0,4.0,1.0,1.0,2.0,1431,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,No
32.0,234.0,23.0,3.0,1.0,2343.0,3.0,59.0,2.0,1.0,3.0,3136.0,14902.0,5.0,15.0,3.0,2.0,80.0,0.0,7.0,4.0,3.0,4.0,2.0,0.0,3.0,1129,Travel_Rarely,Research & Development,Other,Male,Manager,Single,Yes,No
34.0,1034.0,7.0,3.0,1.0,2344.0,3.0,71.0,3.0,1.0,3.0,2478.0,9576.0,1.0,14.0,3.0,2.0,80.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,129,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,No
60.0,1123.0,2.0,2.0,1.0,2345.0,2.0,73.0,3.0,3.0,4.0,11755.0,13147.0,3.0,15.0,3.0,3.0,80.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,66,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Yes,No
48.0,788.0,13.0,4.0,1.0,2346.0,3.0,44.0,3.0,2.0,2.0,6220.0,11915.0,6.0,15.0,3.0,4.0,80.0,0.0,18.0,3.0,3.0,10.0,7.0,0.0,8.0,353,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,Yes
30.0,971.0,19.0,2.0,1.0,2347.0,4.0,76.0,3.0,1.0,2.0,3240.0,9334.0,0.0,13.0,3.0,3.0,80.0,0.0,7.0,3.0,3.0,5.0,1.0,1.0,4.0,214,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,Yes,Yes
30.0,1102.0,3.0,2.0,1.0,2348.0,4.0,42.0,4.0,2.0,4.0,6141.0,6067.0,1.0,13.0,3.0,2.0,80.0,0.0,9.0,2.0,3.0,8.0,7.0,1.0,3.0,1267,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,Yes
36.0,671.0,8.0,2.0,1.0,2349.0,3.0,72.0,2.0,2.0,2.0,5928.0,25634.0,1.0,13.0,3.0,4.0,80.0,0.0,13.0,2.0,3.0,13.0,11.0,10.0,8.0,632,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,Yes,Yes
25.0,927.0,7.0,3.0,1.0,2350.0,4.0,73.0,2.0,1.0,4.0,3919.0,21185.0,1.0,19.0,3.0,2.0,80.0,0.0,2.0,4.0,3.0,2.0,0.0,1.0,0.0,1183,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,No
35.0,764.0,6.0,4.0,1.0,2351.0,3.0,91.0,3.0,1.0,4.0,5573.0,12264.0,0.0,13.0,3.0,3.0,80.0,1.0,7.0,4.0,3.0,5.0,2.0,0.0,3.0,1047,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,Yes,No
47.0,867.0,5.0,2.0,1.0,2352.0,3.0,65.0,3.0,2.0,2.0,5247.0,24291.0,1.0,13.0,3.0,2.0,80.0,0.0,10.0,4.0,2.0,9.0,7.0,0.0,7.0,195,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,Yes
31.0,1466.0,2.0,2.0,1.0,2353.0,4.0,87.0,3.0,1.0,2.0,4696.0,19437.0,1.0,13.0,3.0,2.0,80.0,1.0,6.0,2.0,3.0,5.0,2.0,0.0,4.0,467,Non-Travel,Sales,Medical,Male,Sales Executive,Divorced,Yes,No
45.0,1117.0,26.0,3.0,1.0,2354.0,3.0,88.0,3.0,3.0,1.0,10809.0,13604.0,7.0,13.0,3.0,3.0,80.0,1.0,18.0,1.0,3.0,8.0,7.0,0.0,1.0,1273,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Yes,Yes
32.0,538.0,20.0,3.0,1.0,2355.0,3.0,51.0,3.0,1.0,4.0,3733.0,9135.0,1.0,13.0,3.0,3.0,80.0,1.0,6.0,2.0,1.0,5.0,2.0,0.0,2.0,737,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,No
46.0,1325.0,7.0,3.0,1.0,2356.0,2.0,42.0,3.0,4.0,4.0,17991.0,6264.0,0.0,15.0,3.0,4.0,80.0,1.0,22.0,4.0,2.0,21.0,7.0,1.0,9.0,135,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,Yes,No
38.0,265.0,3.0,3.0,1.0,2357.0,2.0,47.0,3.0,2.0,2.0,5228.0,17695.0,5.0,13.0,3.0,4.0,80.0,0.0,10.0,4.0,3.0,6.0,2.0,1.0,2.0,2,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,Yes,Yes
44.0,1135.0,2.0,2.0,1.0,2358.0,2.0,98.0,3.0,2.0,4.0,6596.0,20905.0,7.0,13.0,3.0,1.0,80.0,0.0,9.0,0.0,1.0,6.0,4.0,0.0,5.0,1329,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,Yes,No
36.0,979.0,10.0,3.0,1.0,2359.0,4.0,63.0,3.0,2.0,4.0,6075.0,22949.0,1.0,13.0,3.0,4.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,0.0,7.0,461,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,Yes,No
44.0,382.0,10.0,2.0,1.0,2360.0,4.0,64.0,3.0,2.0,4.0,6803.0,15346.0,6.0,15.0,3.0,4.0,80.0,0.0,16.0,3.0,3.0,14.0,3.0,1.0,9.0,234,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,Yes
40.0,869.0,7.0,4.0,1.0,2361.0,3.0,70.0,3.0,1.0,1.0,3175.0,24737.0,4.0,22.0,4.0,4.0,80.0,0.0,8.0,3.0,3.0,4.0,2.0,0.0,2.0,990,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
33.0,741.0,15.0,3.0,1.0,2362.0,3.0,67.0,3.0,1.0,4.0,3408.0,23841.0,1.0,20.0,3.0,1.0,80.0,0.0,7.0,1.0,3.0,6.0,5.0,1.0,5.0,355,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
29.0,1296.0,7.0,1.0,1.0,2363.0,4.0,71.0,2.0,1.0,4.0,3887.0,27723.0,1.0,13.0,3.0,3.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,443,Travel_Frequently,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Yes,No
26.0,1344.0,10.0,3.0,1.0,2364.0,3.0,46.0,2.0,1.0,1.0,2601.0,18864.0,1.0,14.0,3.0,1.0,80.0,0.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,938,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,No
55.0,233.0,22.0,4.0,1.0,2365.0,4.0,78.0,3.0,3.0,4.0,13824.0,21573.0,6.0,19.0,3.0,3.0,80.0,0.0,31.0,0.0,3.0,12.0,8.0,3.0,7.0,954,Non-Travel,Research & Development,Life Sciences,Male,Manager,Married,Yes,Yes
38.0,642.0,22.0,2.0,1.0,2366.0,2.0,59.0,2.0,2.0,3.0,6529.0,17246.0,3.0,14.0,3.0,1.0,80.0,0.0,9.0,1.0,3.0,2.0,0.0,0.0,1.0,1284,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,Yes,No
37.0,1440.0,7.0,2.0,1.0,2367.0,2.0,63.0,3.0,1.0,3.0,3380.0,7547.0,0.0,25.0,4.0,2.0,80.0,1.0,12.0,4.0,3.0,11.0,9.0,4.0,7.0,571,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,Yes,No
41.0,469.0,4.0,5.0,1.0,2368.0,4.0,42.0,3.0,2.0,3.0,5133.0,5118.0,3.0,21.0,4.0,2.0,80.0,0.0,18.0,2.0,3.0,4.0,2.0,2.0,2.0,475,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Yes,No
30.0,1389.0,4.0,4.0,1.0,2369.0,1.0,87.0,4.0,1.0,4.0,5223.0,15338.0,1.0,22.0,4.0,2.0,80.0,1.0,9.0,2.0,3.0,8.0,7.0,0.0,7.0,742,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
36.0,273.0,5.0,4.0,1.0,2370.0,3.0,56.0,2.0,1.0,2.0,3654.0,15179.0,6.0,22.0,4.0,4.0,80.0,0.0,8.0,3.0,3.0,4.0,2.0,1.0,1.0,1231,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Yes,No
49.0,1246.0,3.0,4.0,1.0,2371.0,2.0,56.0,4.0,3.0,2.0,15306.0,22382.0,6.0,15.0,3.0,3.0,80.0,2.0,27.0,2.0,3.0,4.0,2.0,1.0,2.0,312,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,Yes
40.0,1379.0,3.0,2.0,1.0,2372.0,4.0,96.0,2.0,1.0,3.0,3190.0,5205.0,6.0,16.0,3.0,2.0,80.0,0.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0,927,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,Yes
33.0,767.0,2.0,3.0,1.0,2373.0,4.0,92.0,2.0,3.0,4.0,15438.0,6149.0,3.0,15.0,3.0,2.0,80.0,1.0,10.0,2.0,2.0,7.0,7.0,1.0,7.0,1021,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,Yes,No
53.0,1014.0,7.0,2.0,1.0,2374.0,2.0,50.0,2.0,1.0,3.0,3843.0,6915.0,0.0,15.0,3.0,2.0,80.0,0.0,9.0,5.0,2.0,7.0,0.0,6.0,7.0,655,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,Yes,Yes
33.0,271.0,10.0,1.0,1.0,2375.0,4.0,49.0,2.0,2.0,2.0,8582.0,13908.0,1.0,15.0,3.0,1.0,80.0,1.0,8.0,2.0,3.0,7.0,7.0,1.0,7.0,614,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,Yes,Yes
33.0,1120.0,7.0,1.0,1.0,2376.0,1.0,69.0,2.0,1.0,4.0,3575.0,8567.0,6.0,15.0,3.0,3.0,80.0,2.0,9.0,4.0,3.0,4.0,3.0,0.0,3.0,1235,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,Yes
28.0,665.0,9.0,3.0,1.0,2377.0,3.0,69.0,4.0,1.0,3.0,5207.0,19193.0,1.0,17.0,3.0,4.0,80.0,1.0,6.0,1.0,3.0,5.0,3.0,0.0,4.0,343,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Yes,Yes
39.0,421.0,7.0,3.0,1.0,2378.0,1.0,83.0,3.0,1.0,2.0,3123.0,13066.0,2.0,13.0,3.0,3.0,80.0,0.0,15.0,4.0,3.0,4.0,3.0,1.0,3.0,532,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,No
39.0,973.0,4.0,2.0,1.0,2379.0,1.0,49.0,3.0,1.0,4.0,3840.0,5356.0,5.0,22.0,4.0,1.0,80.0,1.0,8.0,2.0,3.0,2.0,0.0,0.0,0.0,644,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,Yes
33.0,1407.0,19.0,3.0,1.0,2380.0,3.0,89.0,3.0,1.0,4.0,3248.0,19733.0,1.0,16.0,3.0,2.0,80.0,1.0,4.0,4.0,3.0,4.0,1.0,0.0,2.0,1184,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,Yes,No
48.0,276.0,3.0,4.0,1.0,2381.0,4.0,67.0,3.0,2.0,4.0,7806.0,19025.0,2.0,13.0,3.0,3.0,80.0,1.0,12.0,3.0,2.0,6.0,3.0,1.0,4.0,123,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,Yes,No
36.0,246.0,13.0,4.0,1.0,2382.0,2.0,79.0,3.0,2.0,4.0,5208.0,11504.0,2.0,13.0,3.0,3.0,80.0,1.0,9.0,3.0,2.0,5.0,2.0,0.0,3.0,881,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,Yes
43.0,957.0,18.0,2.0,1.0,2383.0,3.0,102.0,3.0,2.0,4.0,3758.0,18188.0,7.0,16.0,3.0,3.0,80.0,1.0,15.0,2.0,4.0,7.0,2.0,3.0,7.0,1426,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,No
33.0,1405.0,7.0,1.0,1.0,2384.0,2.0,62.0,3.0,1.0,4.0,4098.0,27213.0,1.0,14.0,3.0,1.0,80.0,1.0,10.0,4.0,3.0,10.0,7.0,0.0,7.0,401,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,Yes,No
36.0,1222.0,2.0,4.0,1.0,2385.0,3.0,103.0,2.0,1.0,1.0,3809.0,6071.0,3.0,13.0,3.0,2.0,80.0,0.0,7.0,1.0,3.0,4.0,2.0,0.0,2.0,1251,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
35.0,1461.0,22.0,3.0,1.0,2386.0,2.0,71.0,2.0,2.0,4.0,6237.0,16245.0,0.0,22.0,4.0,2.0,80.0,1.0,10.0,2.0,3.0,9.0,0.0,6.0,7.0,535,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Divorced,Yes,No
42.0,1123.0,7.0,3.0,1.0,2387.0,2.0,42.0,3.0,3.0,2.0,8676.0,11412.0,4.0,19.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,3.0,0.0,2.0,2.0,379,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Single,Yes,Yes
34.0,1047.0,4.0,3.0,1.0,2388.0,4.0,93.0,3.0,1.0,1.0,3685.0,10866.0,5.0,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,5.0,2.0,0.0,4.0,125,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,Yes,No
37.0,774.0,16.0,4.0,1.0,2389.0,3.0,103.0,2.0,1.0,4.0,3594.0,10636.0,1.0,17.0,3.0,3.0,80.0,0.0,7.0,3.0,3.0,5.0,2.0,1.0,3.0,273,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Yes,No
51.0,1264.0,18.0,4.0,1.0,2390.0,4.0,66.0,2.0,4.0,3.0,18386.0,4956.0,1.0,18.0,3.0,3.0,80.0,1.0,29.0,4.0,3.0,29.0,8.0,0.0,8.0,206,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,Yes
37.0,1387.0,5.0,4.0,1.0,2391.0,3.0,78.0,3.0,2.0,3.0,7072.0,14712.0,8.0,16.0,3.0,1.0,80.0,1.0,7.0,3.0,3.0,4.0,2.0,1.0,2.0,917,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,Yes
43.0,1225.0,3.0,1.0,1.0,2392.0,2.0,93.0,4.0,2.0,3.0,6931.0,15767.0,5.0,21.0,4.0,2.0,80.0,2.0,15.0,0.0,3.0,12.0,10.0,10.0,7.0,918,Travel_Frequently,Sales,Life Sciences,Male,Manager,Divorced,Yes,Yes
47.0,1311.0,2.0,4.0,1.0,2393.0,2.0,53.0,3.0,2.0,3.0,6078.0,16339.0,4.0,13.0,3.0,3.0,80.0,0.0,12.0,3.0,3.0,4.0,2.0,0.0,3.0,1415,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Divorced,Yes,No
54.0,1485.0,5.0,2.0,1.0,2394.0,4.0,41.0,3.0,3.0,4.0,15814.0,12478.0,2.0,14.0,3.0,4.0,80.0,0.0,29.0,2.0,1.0,5.0,2.0,1.0,4.0,1147,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,No
32.0,805.0,25.0,3.0,1.0,2395.0,3.0,57.0,2.0,2.0,1.0,5489.0,25274.0,1.0,13.0,3.0,3.0,80.0,1.0,6.0,0.0,3.0,5.0,3.0,0.0,4.0,930,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,Yes,No
35.0,742.0,2.0,4.0,1.0,2396.0,2.0,59.0,1.0,1.0,3.0,2552.0,17849.0,1.0,13.0,3.0,2.0,80.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,1064,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Divorced,Yes,No
32.0,1051.0,2.0,3.0,1.0,2397.0,1.0,54.0,2.0,1.0,2.0,3631.0,9583.0,1.0,16.0,3.0,1.0,80.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1086,Travel_Frequently,Research & Development,Medical,Male,Research Director,Single,Yes,Yes
38.0,699.0,2.0,3.0,1.0,2398.0,2.0,90.0,3.0,2.0,3.0,5482.0,20152.0,8.0,13.0,3.0,3.0,80.0,0.0,15.0,2.0,3.0,11.0,8.0,5.0,8.0,1128,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,Yes
43.0,545.0,16.0,3.0,1.0,2399.0,3.0,89.0,3.0,3.0,4.0,8300.0,21336.0,6.0,16.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,4.0,2.0,3.0,3.0,394,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,No
31.0,1164.0,16.0,4.0,1.0,2400.0,3.0,47.0,3.0,1.0,2.0,3819.0,14111.0,8.0,15.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,566,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Single,Yes,Yes
35.0,434.0,6.0,3.0,1.0,2401.0,2.0,80.0,3.0,2.0,1.0,10038.0,6483.0,0.0,20.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,9.0,4.0,1.0,7.0,149,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Yes,No
40.0,1251.0,20.0,2.0,1.0,2402.0,3.0,62.0,3.0,1.0,4.0,3960.0,22507.0,5.0,16.0,3.0,2.0,80.0,1.0,10.0,3.0,3.0,5.0,4.0,0.0,0.0,929,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,Yes
40.0,1213.0,4.0,3.0,1.0,2403.0,3.0,92.0,3.0,3.0,4.0,7849.0,16335.0,2.0,13.0,3.0,1.0,80.0,0.0,12.0,3.0,3.0,5.0,3.0,1.0,3.0,1463,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Single,Yes,No
49.0,1453.0,3.0,4.0,1.0,2404.0,4.0,72.0,2.0,1.0,4.0,4241.0,15077.0,1.0,19.0,3.0,1.0,80.0,0.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,281,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
33.0,675.0,7.0,3.0,1.0,2405.0,4.0,67.0,3.0,1.0,1.0,3165.0,20818.0,3.0,15.0,3.0,2.0,80.0,0.0,11.0,2.0,3.0,4.0,2.0,1.0,2.0,1265,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,Yes,No
48.0,993.0,6.0,2.0,1.0,2406.0,2.0,85.0,3.0,2.0,2.0,5748.0,12584.0,7.0,22.0,4.0,4.0,80.0,1.0,16.0,2.0,3.0,4.0,2.0,0.0,2.0,1042,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,No
55.0,1176.0,4.0,3.0,1.0,2407.0,4.0,60.0,3.0,2.0,1.0,6550.0,18637.0,2.0,15.0,3.0,4.0,80.0,1.0,16.0,4.0,3.0,6.0,2.0,0.0,5.0,800,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,Yes,No
33.0,440.0,17.0,3.0,1.0,2408.0,2.0,59.0,2.0,3.0,1.0,8337.0,11981.0,1.0,14.0,3.0,1.0,80.0,0.0,10.0,3.0,2.0,10.0,8.0,0.0,8.0,958,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,No
36.0,1328.0,3.0,2.0,1.0,2409.0,4.0,48.0,3.0,2.0,3.0,5728.0,5151.0,4.0,15.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,8.0,7.0,0.0,7.0,720,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,Yes
43.0,1033.0,5.0,1.0,1.0,2410.0,4.0,55.0,3.0,4.0,3.0,17977.0,8976.0,1.0,15.0,3.0,2.0,80.0,1.0,20.0,2.0,3.0,19.0,7.0,8.0,8.0,1441,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,No
33.0,1265.0,18.0,3.0,1.0,2411.0,3.0,83.0,2.0,2.0,3.0,8889.0,24837.0,1.0,15.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,0.0,4.0,812,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,No
36.0,1127.0,7.0,4.0,1.0,2412.0,2.0,92.0,3.0,2.0,3.0,5738.0,25337.0,1.0,17.0,3.0,1.0,80.0,0.0,12.0,0.0,3.0,11.0,7.0,4.0,7.0,210,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Yes,No
39.0,412.0,15.0,4.0,1.0,2413.0,4.0,93.0,1.0,2.0,4.0,6084.0,12594.0,1.0,24.0,4.0,1.0,80.0,1.0,15.0,4.0,2.0,14.0,11.0,10.0,10.0,782,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,Yes,No
38.0,1358.0,7.0,2.0,1.0,2414.0,3.0,70.0,2.0,1.0,4.0,3713.0,10091.0,1.0,19.0,3.0,4.0,80.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,663,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,Yes,No
33.0,456.0,13.0,3.0,1.0,2415.0,1.0,64.0,2.0,1.0,1.0,3404.0,5904.0,4.0,16.0,3.0,4.0,80.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,0.0,1458,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,No
29.0,936.0,18.0,1.0,1.0,2416.0,4.0,74.0,3.0,1.0,4.0,4568.0,11343.0,3.0,13.0,3.0,3.0,80.0,2.0,8.0,5.0,2.0,4.0,2.0,1.0,2.0,1072,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,No
38.0,804.0,7.0,1.0,1.0,2417.0,3.0,73.0,3.0,1.0,3.0,4426.0,8535.0,0.0,15.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,153,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Yes,No
33.0,788.0,8.0,1.0,1.0,2418.0,2.0,84.0,2.0,2.0,4.0,5778.0,19260.0,1.0,16.0,3.0,3.0,80.0,1.0,10.0,2.0,2.0,10.0,7.0,1.0,2.0,762,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,Yes
43.0,1167.0,2.0,4.0,1.0,2419.0,1.0,101.0,3.0,3.0,1.0,16048.0,20457.0,2.0,13.0,3.0,1.0,80.0,1.0,21.0,3.0,3.0,18.0,7.0,10.0,14.0,280,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,Yes,Yes
45.0,971.0,4.0,3.0,1.0,2420.0,3.0,100.0,1.0,4.0,4.0,18594.0,20120.0,3.0,15.0,3.0,2.0,80.0,1.0,24.0,2.0,3.0,8.0,7.0,0.0,7.0,150,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,Yes,No
38.0,740.0,2.0,3.0,1.0,2421.0,2.0,84.0,3.0,1.0,1.0,3280.0,8396.0,4.0,14.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,4.0,2.0,1.0,2.0,1006,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,No
43.0,1128.0,27.0,3.0,1.0,2422.0,3.0,66.0,1.0,3.0,1.0,10907.0,13455.0,3.0,16.0,3.0,3.0,80.0,1.0,19.0,2.0,3.0,2.0,0.0,0.0,1.0,1395,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,Yes,Yes
52.0,1147.0,2.0,3.0,1.0,2423.0,1.0,79.0,3.0,4.0,2.0,17226.0,11968.0,3.0,20.0,3.0,1.0,80.0,0.0,26.0,1.0,2.0,8.0,3.0,0.0,7.0,634,Travel_Rarely,Sales,Other,Male,Sales Executive,Married,Yes,Yes
53.0,1334.0,5.0,4.0,1.0,2424.0,1.0,44.0,3.0,1.0,3.0,3514.0,12499.0,8.0,13.0,3.0,3.0,80.0,2.0,18.0,2.0,4.0,10.0,0.0,2.0,7.0,1316,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
30.0,588.0,11.0,2.0,1.0,2425.0,1.0,67.0,3.0,2.0,1.0,5503.0,23886.0,1.0,14.0,3.0,3.0,80.0,1.0,6.0,3.0,3.0,5.0,3.0,3.0,3.0,7,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Yes,No
44.0,270.0,5.0,3.0,1.0,2426.0,1.0,64.0,3.0,2.0,2.0,9530.0,11787.0,1.0,19.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,8.0,7.0,6.0,7.0,661,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,Yes,No
32.0,1490.0,2.0,3.0,1.0,2427.0,1.0,96.0,3.0,1.0,3.0,3905.0,17475.0,3.0,16.0,3.0,4.0,80.0,1.0,6.0,3.0,4.0,4.0,2.0,1.0,2.0,620,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Yes,No
50.0,1256.0,2.0,4.0,1.0,2428.0,4.0,50.0,2.0,3.0,1.0,14808.0,19543.0,6.0,13.0,3.0,1.0,80.0,1.0,20.0,3.0,1.0,4.0,2.0,0.0,2.0,1138,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,Yes
41.0,1119.0,28.0,3.0,1.0,2429.0,4.0,62.0,3.0,2.0,4.0,6830.0,6849.0,3.0,19.0,3.0,1.0,80.0,1.0,10.0,3.0,1.0,7.0,7.0,1.0,7.0,77,Travel_Rarely,Research & Development,Other,Male,Research Director,Married,Yes,Yes
37.0,889.0,15.0,3.0,1.0,2430.0,2.0,77.0,3.0,3.0,1.0,16209.0,13966.0,6.0,15.0,3.0,4.0,80.0,1.0,16.0,3.0,2.0,14.0,7.0,5.0,8.0,146,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,No
