EmployeeNumber,Gender,Education,EducationField,Department,JobRole,JobLevel,PerformanceRating,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,EnvironmentSatisfaction,BusinessTravel,OverTime,WorkLifeBalance,MaritalStatus,StockOptionLevel,Age,DistanceFromHome,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
2545,Male,Bachelor,Human Resources,Human Resources,Human Resources,L1,Medium,Medium,Medium,Very High,Low,Travel Rarely,Frequently,Better,Divorced,L3,29,13,2335,350,56,3157,4,15,4,3,2,2,2,0,Yes
2546,Female,Doctor,Technical Degree,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Best,Married,L0,29,25,2546,408,71,18300,5,16,6,2,2,2,1,1,Yes
2547,Female,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,Very High,Very High,Travel Rarely,Never,Better,Divorced,L1,30,5,3204,201,84,10415,5,14,8,3,3,2,2,2,No
2548,Male,Master,Life Sciences,Sales,Sales Executive,L2,High,High,High,Medium,High,Travel Rarely,Never,Better,Single,L0,25,10,4950,1356,57,20623,0,14,5,4,4,3,1,1,No
2549,Female,Master,Other,Research & Development,Healthcare Representative,L2,Very High,Very High,Very High,Low,High,Travel Frequently,Frequently,Better,Married,L1,33,1,5488,827,84,20161,1,13,6,2,6,5,1,2,No
2550,Male,Below College,Medical,Research & Development,Laboratory Technician,L1,Low,Low,Low,Low,Low,Travel Rarely,Never,Better,Divorced,L3,33,10,3408,587,38,6705,7,13,8,2,4,3,1,3,Yes
2551,Male,Below College,Marketing,Sales,Sales Executive,L2,Medium,Medium,Medium,Low,High,Travel Rarely,Never,Best,Married,L0,25,4,4256,583,87,18154,1,12,5,1,5,2,0,3,No
2552,Female,Bachelor,Marketing,Sales,Sales Representative,L1,Low,Low,Low,High,Medium,Travel Rarely,Never,Better,Single,L0,29,9,2760,428,52,14630,1,13,2,3,2,2,2,2,Yes
2553,Female,College,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,Very High,High,Travel Rarely,Never,Good,Married,L1,40,2,3377,616,99,25605,4,17,7,5,4,3,0,2,No
2554,Female,Below College,Life Sciences,Research & Development,Manufacturing Director,L2,High,High,High,High,High,Travel Frequently,Never,Better,Married,L1,31,1,4148,853,96,11275,1,12,4,1,4,3,0,3,No
2555,Male,Bachelor,Technical Degree,Research & Development,Manufacturing Director,L3,Medium,Medium,Medium,Low,Very High,Travel Rarely,Never,Better,Married,L0,35,25,10903,672,78,9129,3,16,16,2,13,10,4,8,No
2556,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L2,Low,Low,Low,Very High,Low,Travel Frequently,Frequently,Better,Single,L0,34,7,6074,658,66,22887,1,24,9,3,9,7,0,6,Yes
2557,Female,Bachelor,Life Sciences,Sales,Sales Executive,L3,High,High,High,High,Medium,Travel Rarely,Never,Better,Married,L1,30,5,9419,1339,41,8053,2,12,12,2,10,9,7,4,No
2558,Male,Master,Technical Degree,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Good,Single,L0,28,5,3441,1434,50,11179,1,13,2,3,2,2,2,2,Yes
2559,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,Low,Travel Frequently,Frequently,Better,Single,L0,33,3,3348,1076,70,3164,1,11,10,3,10,8,9,7,Yes
2560,Female,Master,Technical Degree,Human Resources,Human Resources,L1,High,High,High,Very High,Low,Travel Rarely,Never,Better,Married,L0,34,9,2742,1107,52,3072,1,15,2,0,2,2,2,2,Yes
2561,Female,College,Medical,Human Resources,Human Resources,L1,High,High,High,High,Very High,Travel Rarely,Frequently,Better,Married,L0,26,20,2148,920,69,6889,0,11,6,3,5,1,1,4,Yes
2562,Female,Below College,Medical,Research & Development,Research Director,L3,High,High,High,Low,High,Travel Never,Never,Bad,Married,L2,47,1,11957,1162,98,17231,0,18,14,3,13,8,5,12,No
2563,Male,Bachelor,Marketing,Sales,Sales Executive,L2,High,High,High,Low,Very High,Travel Rarely,Never,Better,Single,L0,27,9,4105,954,44,5099,1,14,7,5,7,7,0,7,No
2564,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L2,Low,Low,Low,Very High,Low,Travel Frequently,Frequently,Better,Single,L0,34,7,6074,658,66,22887,1,24,9,3,9,7,0,6,Yes
2565,Female,Below College,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Low,Medium,Travel Frequently,Never,Better,Single,L0,36,18,2153,635,73,7703,1,13,8,2,8,1,1,7,No
2566,Male,Master,Medical,Research & Development,Manufacturing Director,L2,Medium,Medium,Medium,High,Medium,Travel Rarely,Never,Better,Married,L0,51,7,6132,1169,34,13983,2,17,10,2,1,0,0,0,No
2567,Male,Bachelor,Other,Research & Development,Laboratory Technician,L2,High,High,High,Medium,Low,Travel Rarely,Never,Good,Divorced,L1,36,15,4834,660,81,7858,7,14,9,3,1,0,0,0,Yes
2568,Female,Master,Life Sciences,Human Resources,Human Resources,L2,Medium,Medium,Medium,Medium,Low,Travel Rarely,Never,Best,Single,L0,44,1,5985,1112,50,26894,4,11,10,1,2,2,0,2,No
2569,Male,Bachelor,Medical,Research & Development,Manager,L5,High,High,High,Very High,Very High,Travel Rarely,Frequently,Better,Married,L1,55,2,19859,725,78,21199,5,13,24,2,5,2,1,4,Yes
2570,Female,Bachelor,Life Sciences,Research & Development,Research Director,L3,Very High,Very High,Very High,Low,High,Travel Rarely,Frequently,Better,Married,L1,37,10,13744,161,42,15471,1,25,16,2,16,11,6,8,No
2571,Male,Below College,Medical,Research & Development,Research Director,L3,Medium,Medium,Medium,High,Very High,Travel Never,Never,Better,Divorced,L1,40,8,13757,218,55,25178,2,11,16,5,9,8,4,8,No
2572,Female,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Low,Medium,Travel Frequently,Never,Better,Single,L0,30,5,2422,109,60,25725,0,17,4,3,3,2,1,2,Yes
2573,Female,Bachelor,Human Resources,Human Resources,Human Resources,L1,Medium,Medium,Medium,Low,Low,Travel Frequently,Never,Better,Married,L0,27,22,2863,1337,58,19555,1,12,1,2,1,0,0,0,Yes
2574,Male,College,Technical Degree,Human Resources,Human Resources,L1,Medium,Medium,Medium,High,Low,Travel Rarely,Never,Best,Single,L0,19,2,2564,489,52,18437,1,12,1,3,1,0,0,0,Yes
2575,Female,Below College,Technical Degree,Sales,Sales Representative,L1,High,High,High,Medium,Low,Travel Rarely,Frequently,Better,Single,L0,24,1,3202,1448,62,21972,1,16,6,4,5,3,1,4,Yes
2576,Male,College,Medical,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Low,Low,Travel Rarely,Never,Better,Married,L2,26,1,3955,192,59,11141,1,16,6,2,5,3,1,3,No
2577,Female,Master,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,Medium,Travel Rarely,Never,Better,Single,L0,47,9,2105,207,64,5411,4,12,7,2,2,2,2,0,No
2578,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,Medium,Travel Frequently,Frequently,Bad,Married,L1,31,2,3722,523,94,21081,6,13,7,2,2,2,2,2,Yes
2579,Female,Master,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,High,Travel Rarely,Never,Better,Divorced,L1,29,28,2514,1107,93,26968,4,22,11,1,7,5,1,7,No
2580,Male,Master,Life Sciences,Research & Development,Manager,L5,Medium,Medium,Medium,Low,High,Travel Rarely,Never,Better,Married,L1,52,1,19999,699,65,5678,0,14,34,5,33,18,11,9,No
2581,Female,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Medium,High,Travel Rarely,Never,Better,Married,L1,34,8,6500,1111,93,13305,5,17,6,1,3,2,1,2,No
2582,Female,Bachelor,Life Sciences,Research & Development,Research Director,L4,Medium,Medium,Medium,Medium,Very High,Travel Rarely,Never,Good,Divorced,L2,29,1,16124,694,87,3423,3,14,9,2,7,7,1,7,No
2583,Male,Master,Medical,Research & Development,Laboratory Technician,L1,Low,Low,Low,Medium,Medium,Travel Rarely,Never,Best,Married,L1,35,23,2705,185,91,9696,0,16,6,2,5,4,0,3,No
2584,Male,Master,Other,Human Resources,Human Resources,L1,High,High,High,Medium,Very High,Travel Frequently,Frequently,Better,Married,L1,38,1,2991,1444,88,5224,0,11,7,2,6,2,1,2,No
2585,Male,Master,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,Low,Travel Rarely,Never,Bad,Single,L0,28,2,3485,529,79,14935,2,11,5,5,0,0,0,0,Yes
2586,Male,Below College,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Very High,High,Travel Never,Never,Better,Single,L0,18,8,1904,247,80,13556,1,12,0,0,0,0,0,0,Yes
2587,Male,Bachelor,Life Sciences,Research & Development,Healthcare Representative,L3,High,High,High,Very High,Very High,Travel Rarely,Never,Good,Divorced,L1,34,9,8500,943,86,5494,0,11,10,0,9,7,1,6,No
2588,Female,Bachelor,Marketing,Sales,Sales Executive,L3,High,High,High,Low,High,Travel Rarely,Never,Best,Married,L2,49,11,7654,1184,43,5860,1,18,9,3,9,8,7,7,Yes
2589,Female,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Medium,Low,Travel Rarely,Never,Bad,Divorced,L2,26,23,2886,1349,90,3032,1,22,3,3,3,2,0,2,No
2590,Female,Below College,Life Sciences,Research & Development,Research Director,L5,Low,Low,Low,Medium,Medium,Travel Never,Never,Better,Divorced,L2,41,7,19973,247,55,20284,1,22,21,3,21,16,5,10,No
2591,Male,Master,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,Low,Travel Rarely,Frequently,Bad,Single,L0,32,25,2795,374,87,18016,1,24,1,2,1,0,0,1,Yes
2592,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Low,Low,Travel Frequently,Never,Better,Divorced,L2,28,1,2596,1009,45,7160,1,15,1,2,1,0,0,0,Yes
2593,Female,Bachelor,Human Resources,Human Resources,Manager,L4,Very High,Very High,Very High,High,Very High,Travel Never,Frequently,Better,Single,L0,54,26,17328,142,30,13871,2,12,23,3,5,3,4,4,No
2594,Male,College,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Very High,Very High,Travel Rarely,Never,Best,Single,L0,22,1,3375,581,63,17624,0,12,4,2,3,2,1,2,No
2595,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,High,Medium,Travel Rarely,Never,Good,Single,L0,19,2,1102,303,47,9241,1,22,1,3,1,0,1,0,Yes
2596,Male,Bachelor,Technical Degree,Sales,Sales Representative,L1,High,High,High,Very High,Low,Travel Frequently,Never,Best,Married,L1,28,1,2909,1496,92,15747,3,15,5,3,3,2,1,2,Yes
2597,Female,College,Medical,Research & Development,Healthcare Representative,L2,Low,Low,Low,Low,Low,Travel Rarely,Never,Bad,Married,L0,37,11,4777,1141,61,14382,5,15,15,2,1,0,0,0,Yes
2598,Female,Master,Life Sciences,Sales,Sales Representative,L1,Medium,Medium,Medium,Low,Medium,Travel Rarely,Never,Better,Married,L2,35,28,2430,1402,98,26204,0,23,6,5,5,3,4,2,No
2599,Male,Master,Medical,Research & Development,Manufacturing Director,L2,High,High,High,Medium,Very High,Travel Rarely,Never,Bad,Single,L0,37,10,4213,370,58,4992,1,15,10,4,10,3,0,8,Yes
2600,Male,Master,Life Sciences,Sales,Sales Executive,L2,Low,Low,Low,Medium,Medium,Travel Rarely,Frequently,Good,Married,L0,31,6,6172,249,76,20739,4,18,12,3,7,7,7,7,Yes
2601,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,Very High,Very High,Very High,High,High,Travel Rarely,Frequently,Better,Married,L2,23,6,1601,1243,63,3445,1,21,1,2,0,0,0,0,Yes
2602,Female,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,Very High,Travel Frequently,Never,Bad,Single,L0,31,3,4084,561,33,4156,1,12,7,2,7,2,7,7,Yes
2603,Male,Bachelor,Medical,Research & Development,Manager,L5,High,High,High,High,Very High,Travel Rarely,Frequently,Better,Single,L0,55,1,19045,452,81,18938,0,14,37,2,36,10,4,13,No
2604,Female,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,Low,Travel Rarely,Never,Better,Single,L0,24,3,4577,693,65,24785,9,14,4,3,2,2,2,0,Yes
2605,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,Low,Travel Rarely,Never,Best,Married,L0,44,3,2362,935,89,14669,4,12,10,4,3,2,1,2,Yes
2606,Male,Master,Life Sciences,Research & Development,Healthcare Representative,L2,High,High,High,Medium,Very High,Travel Rarely,Never,Better,Divorced,L1,38,23,5745,688,82,18899,9,14,10,2,2,2,1,2,No
2607,Male,Master,Medical,Sales,Sales Executive,L3,Low,Low,Low,High,Very High,Travel Rarely,Never,Good,Married,L0,32,4,10400,1045,32,25812,1,11,14,2,14,8,9,8,Yes
2608,Female,Bachelor,Life Sciences,Research & Development,Manufacturing Director,L2,High,High,High,High,Low,Travel Rarely,Never,Best,Divorced,L1,43,8,4765,177,55,23814,4,21,4,2,1,0,0,0,No
2609,Male,Below College,Medical,Sales,Sales Representative,L1,High,High,High,Medium,Very High,Travel Rarely,Never,Better,Married,L0,28,10,1052,1144,74,23384,1,22,1,5,1,0,0,0,No
2610,Male,Master,Life Sciences,Sales,Sales Representative,L1,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Better,Single,L0,36,9,3407,1218,82,6986,7,23,10,4,5,3,0,3,Yes
2611,Female,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,Medium,Medium,Medium,High,Very High,Travel Rarely,Frequently,Better,Single,L0,29,10,2404,906,92,11479,6,20,3,5,0,0,0,0,Yes
2612,Male,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,High,High,Travel Frequently,Frequently,Better,Single,L0,30,4,2285,464,40,3427,9,23,3,4,1,0,0,0,Yes
2613,Female,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,Low,Travel Rarely,Never,Better,Single,L0,24,3,4577,693,65,24785,9,14,4,3,2,2,2,0,Yes
2614,Male,Bachelor,Other,Sales,Sales Representative,L1,Medium,Medium,Medium,Medium,Very High,Travel Rarely,Frequently,Best,Single,L0,19,21,2121,419,37,9947,1,13,1,3,1,0,0,0,Yes
2615,Female,Bachelor,Human Resources,Human Resources,Human Resources,L1,Medium,Medium,Medium,Low,Low,Travel Frequently,Never,Better,Married,L0,27,22,2863,1337,58,19555,1,12,1,2,1,0,0,0,Yes
2616,Female,Bachelor,Technical Degree,Research & Development,Research Director,L5,High,High,High,Very High,Medium,Travel Rarely,Never,Better,Married,L0,41,12,19545,1360,49,16280,1,12,23,0,22,15,15,8,Yes
2617,Male,Master,Other,Research & Development,Laboratory Technician,L2,High,High,High,High,High,Travel Never,Never,Best,Divorced,L2,40,9,3975,663,81,23099,3,11,11,2,8,7,0,7,No
2618,Male,Below College,Marketing,Sales,Sales Representative,L1,High,High,High,Medium,High,Travel Rarely,Never,Better,Divorced,L1,27,2,3041,1420,85,16346,0,11,5,3,4,3,0,2,Yes
2619,Female,Below College,Technical Degree,Sales,Sales Representative,L1,Medium,Medium,Medium,High,Low,Travel Frequently,Frequently,Better,Single,L0,21,1,2174,756,99,9150,1,11,3,3,3,2,1,2,Yes
2620,Female,Master,Life Sciences,Human Resources,Human Resources,L3,High,High,High,High,High,Travel Rarely,Frequently,Better,Single,L0,35,26,8837,1146,31,16642,1,16,9,2,9,0,1,7,No
2621,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L2,Low,Low,Low,Medium,Very High,Travel Frequently,Never,Better,Married,L0,31,1,5003,1125,48,5771,1,21,10,6,10,8,8,7,No
2622,Female,Bachelor,Marketing,Sales,Sales Executive,L2,Medium,Medium,Medium,High,High,Travel Rarely,Frequently,Good,Married,L1,26,23,4157,1443,47,21436,7,19,5,2,2,2,0,0,No
2623,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,Low,Travel Rarely,Never,Best,Married,L0,44,3,2362,935,89,14669,4,12,10,4,3,2,1,2,Yes
2624,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L2,High,High,High,High,Medium,Travel Rarely,Never,Bad,Divorced,L1,45,9,2348,194,60,10901,8,18,20,2,17,9,0,15,No
2625,Male,Bachelor,Marketing,Sales,Sales Executive,L2,Very High,Very High,Very High,Medium,Low,Travel Never,Frequently,Good,Single,L0,34,19,5304,1362,67,4652,8,13,9,3,5,2,0,4,Yes
2626,Female,College,Medical,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Medium,High,Travel Frequently,Never,Good,Married,L1,38,2,2468,594,75,15963,4,14,9,4,6,1,0,5,No
2627,Male,Below College,Medical,Research & Development,Laboratory Technician,L1,Low,Low,Low,Low,Low,Travel Rarely,Never,Better,Divorced,L3,33,10,3408,587,38,6705,7,13,8,2,4,3,1,3,Yes
2628,Male,Bachelor,Life Sciences,Research & Development,Manager,L5,High,High,High,Medium,Medium,Travel Frequently,Never,Good,Divorced,L1,42,8,18430,570,66,16225,1,13,24,4,24,7,14,9,No
2629,Male,Bachelor,Life Sciences,Research & Development,Healthcare Representative,L2,Very High,Very High,Very High,Low,Medium,Travel Rarely,Never,Bad,Single,L0,41,5,6870,447,85,15530,3,12,11,3,3,2,1,2,No
2630,Female,Bachelor,Medical,Research & Development,Research Scientist,L1,High,High,High,Very High,Very High,Travel Rarely,Never,Better,Married,L1,33,14,2756,931,72,4673,1,13,8,5,8,7,1,6,No
2631,Female,Below College,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,Very High,High,Travel Rarely,Frequently,Good,Married,L0,28,12,2515,1485,79,22955,1,11,1,4,1,1,0,0,Yes
2632,Male,College,Medical,Sales,Sales Executive,L2,High,High,High,Very High,Low,Travel Rarely,Never,Best,Married,L0,40,9,5473,1342,47,19345,0,12,9,5,8,4,7,1,No
2633,Male,Below College,Life Sciences,Sales,Sales Executive,L2,Low,Low,Low,Medium,Very High,Travel Frequently,Never,Better,Single,L0,27,2,5071,793,43,20392,3,20,8,3,6,2,0,0,No
2634,Female,College,Medical,Research & Development,Research Scientist,L2,Medium,Medium,Medium,Very High,High,Travel Frequently,Frequently,Bad,Married,L1,40,26,4422,902,92,21203,3,13,16,3,1,1,0,0,No
2635,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Medium,Very High,Travel Rarely,Never,Better,Single,L0,35,1,2450,992,68,21731,1,19,3,3,3,0,1,2,No
2636,Female,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,Very High,Very High,Very High,Very High,High,Travel Rarely,Never,Good,Married,L0,34,20,2585,1320,89,21643,0,17,2,5,1,0,0,0,No
2637,Female,Master,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Medium,Very High,Travel Never,Never,Better,Single,L0,32,29,4025,1109,69,11135,9,12,10,2,8,7,7,7,No
2638,Female,College,Medical,Research & Development,Healthcare Representative,L2,Medium,Medium,Medium,High,High,Travel Rarely,Never,Better,Divorced,L2,37,25,5731,367,52,17171,7,13,9,2,6,2,1,3,No
2639,Female,Bachelor,Medical,Research & Development,Research Director,L5,High,High,High,Very High,Medium,Travel Rarely,Frequently,Good,Divorced,L1,44,7,19049,1313,31,3549,0,14,23,4,22,7,1,10,No
2640,Female,Bachelor,Marketing,Sales,Sales Executive,L2,High,High,High,High,Low,Travel Rarely,Never,Better,Single,L0,33,16,5324,118,69,26507,5,15,6,3,3,2,0,2,Yes
2641,Male,College,Marketing,Sales,Sales Executive,L2,Medium,Medium,Medium,High,High,Travel Rarely,Never,Bad,Married,L2,36,17,5507,335,33,16822,2,16,12,1,4,2,1,3,No
2642,Male,Master,Human Resources,Human Resources,Human Resources,L1,High,High,High,Very High,High,Travel Rarely,Frequently,Better,Divorced,L0,37,6,2073,807,63,23648,4,22,7,3,3,2,0,2,Yes
2643,Male,Master,Life Sciences,Sales,Sales Executive,L3,Medium,Medium,Medium,High,Low,Travel Rarely,Never,Bad,Married,L0,37,1,10609,625,46,14922,5,11,17,2,14,1,11,7,Yes
2644,Male,College,Medical,Sales,Sales Executive,L3,Medium,Medium,Medium,Very High,High,Travel Rarely,Never,Better,Single,L0,46,9,9619,669,64,13596,1,16,9,3,9,8,4,7,Yes
2645,Female,Doctor,Medical,Research & Development,Manufacturing Director,L3,Medium,Medium,Medium,Medium,Very High,Travel Rarely,Never,Good,Single,L0,36,12,8858,796,51,15669,0,11,15,2,14,8,7,8,No
2646,Male,College,Medical,Research & Development,Laboratory Technician,L2,Very High,Very High,Very High,High,High,Travel Frequently,Never,Better,Married,L1,36,23,2571,884,41,12290,4,17,17,3,5,2,0,3,No
2647,Male,College,Life Sciences,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Low,Low,Travel Never,Never,Bad,Divorced,L1,41,5,2107,906,95,20293,6,17,5,2,1,0,0,0,Yes
2648,Male,Bachelor,Life Sciences,Sales,Sales Representative,L1,High,High,High,Medium,High,Travel Rarely,Frequently,Better,Divorced,L1,23,7,2275,427,99,25103,1,21,3,2,3,2,0,2,Yes
2649,Male,Bachelor,Marketing,Sales,Sales Executive,L2,High,High,High,High,Low,Travel Frequently,Never,Better,Single,L0,41,4,9355,143,56,9558,1,18,8,5,8,7,7,7,Yes
2650,Female,Bachelor,Medical,Sales,Sales Executive,L3,Medium,Medium,Medium,High,Low,Travel Rarely,Never,Better,Married,L2,36,3,7644,557,94,12695,0,19,10,2,9,7,3,4,No
2651,Male,Bachelor,Medical,Sales,Sales Representative,L1,High,High,High,High,Medium,Travel Rarely,Never,Good,Single,L0,30,9,1081,945,89,16019,1,13,1,3,1,0,0,0,Yes
2652,Male,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Very High,High,Travel Frequently,Frequently,Better,Married,L1,43,17,2437,807,38,15587,9,16,6,4,1,0,0,0,Yes
2653,Male,College,Medical,Sales,Sales Executive,L2,Low,Low,Low,Very High,Medium,Travel Never,Never,Better,Single,L0,26,29,4969,265,79,21813,8,18,7,6,2,2,2,2,Yes
2654,Male,Bachelor,Medical,Sales,Sales Executive,L2,High,High,High,Medium,Medium,Travel Never,Never,Best,Married,L0,28,4,4221,120,43,8863,1,15,5,3,5,4,0,4,No
2655,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,Low,Travel Frequently,Frequently,Better,Single,L0,33,3,3348,1076,70,3164,1,11,10,3,10,8,9,7,Yes
2656,Female,Bachelor,Marketing,Sales,Sales Executive,L2,High,High,High,High,High,Travel Rarely,Never,Better,Married,L1,41,8,4393,337,54,26841,5,21,14,3,5,4,1,4,No
2657,Male,Master,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,High,High,Travel Rarely,Frequently,Better,Married,L1,31,5,4821,691,86,10077,0,12,6,4,5,2,0,3,No
2658,Male,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,Very High,High,Travel Rarely,Never,Good,Single,L0,29,1,2058,992,85,19757,0,14,7,1,6,2,1,5,Yes
2659,Male,College,Medical,Sales,Sales Executive,L3,Medium,Medium,Medium,Very High,High,Travel Rarely,Never,Better,Single,L0,46,9,9619,669,64,13596,1,16,9,3,9,8,4,7,Yes
2660,Female,Master,Medical,Research & Development,Manufacturing Director,L2,High,High,High,Medium,Very High,Travel Rarely,Frequently,Better,Divorced,L2,54,19,5485,376,95,22670,9,11,9,4,5,3,1,4,No
2661,Male,Bachelor,Medical,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Low,Very High,Travel Rarely,Frequently,Good,Married,L1,36,9,3388,318,79,21777,0,17,2,0,1,0,0,0,Yes
2662,Male,Doctor,Marketing,Sales,Sales Executive,L2,Medium,Medium,Medium,Medium,Medium,Travel Rarely,Frequently,Better,Divorced,L3,36,13,6134,1456,96,8658,5,13,16,3,2,2,2,2,Yes
2663,Female,Master,Life Sciences,Research & Development,Research Scientist,L1,Very High,Very High,Very High,High,Very High,Travel Rarely,Never,Better,Single,L0,35,1,2506,1258,40,13301,3,13,7,0,2,2,2,2,No
2664,Male,Master,Marketing,Sales,Sales Executive,L2,Very High,Very High,Very High,Medium,Medium,Travel Rarely,Frequently,Better,Divorced,L1,60,7,5220,696,52,10893,0,18,12,3,11,7,1,9,No
2665,Female,Bachelor,Life Sciences,Sales,Sales Executive,L4,Very High,Very High,Very High,Very High,Medium,Travel Never,Frequently,Good,Single,L0,40,24,13194,1479,100,17071,4,16,22,2,1,0,0,0,Yes
2666,Male,Master,Marketing,Sales,Sales Executive,L4,Very High,Very High,Very High,High,Low,Travel Rarely,Frequently,Good,Single,L0,55,13,13695,267,85,9277,6,17,24,2,19,7,3,8,Yes
2667,Male,Below College,Life Sciences,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Low,Low,Travel Rarely,Never,Bad,Married,L0,28,2,3201,1451,67,19911,0,17,6,2,5,3,0,4,No
2668,Male,Below College,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Medium,Very High,Travel Frequently,Never,Best,Married,L0,29,20,3812,574,40,7003,1,13,11,3,11,8,3,10,No
2669,Male,Master,Life Sciences,Sales,Sales Executive,L3,High,High,High,Medium,Low,Travel Rarely,Frequently,Good,Single,L0,53,24,10448,1168,66,5843,6,13,15,2,2,2,2,2,Yes
2670,Female,Doctor,Technical Degree,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Best,Married,L0,29,25,2546,408,71,18300,5,16,6,2,2,2,1,1,Yes
2671,Male,Below College,Medical,Research & Development,Research Director,L3,Medium,Medium,Medium,High,Very High,Travel Never,Never,Better,Divorced,L1,40,8,13757,218,55,25178,2,11,16,5,9,8,4,8,No
2672,Female,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Never,Never,Good,Single,L0,30,2,2564,1116,49,7181,0,14,12,2,11,7,6,7,No
2673,Male,Master,Life Sciences,Research & Development,Laboratory Technician,L2,Medium,Medium,Medium,High,Low,Travel Rarely,Never,Good,Single,L0,36,4,5810,172,37,22604,1,16,10,2,10,4,1,8,No
2674,Male,Master,Medical,Research & Development,Research Scientist,L1,Low,Low,Low,Very High,Low,Travel Rarely,Frequently,Good,Married,L0,28,2,3464,1157,84,24737,5,13,5,4,3,2,2,2,Yes
2675,Male,Bachelor,Medical,Sales,Sales Executive,L3,Very High,Very High,Very High,Low,Very High,Travel Rarely,Never,Better,Married,L1,39,6,8237,1462,38,4658,2,11,11,3,7,6,7,6,No
2676,Male,Bachelor,Life Sciences,Research & Development,Manufacturing Director,L3,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Best,Divorced,L1,35,2,10274,819,44,19588,2,18,15,2,7,7,6,4,No
2677,Male,Below College,Technical Degree,Research & Development,Laboratory Technician,L1,High,High,High,Medium,Very High,Travel Rarely,Frequently,Best,Married,L1,25,4,3691,1219,32,4605,1,15,7,3,7,7,5,6,Yes
2678,Male,College,Medical,Sales,Sales Executive,L2,Low,Low,Low,Very High,Medium,Travel Never,Never,Better,Single,L0,26,29,4969,265,79,21813,8,18,7,6,2,2,2,2,Yes
2679,Female,Bachelor,Medical,Research & Development,Research Scientist,L2,High,High,High,Low,Medium,Travel Frequently,Never,Better,Divorced,L1,40,26,5605,1395,54,8504,1,11,20,2,20,7,2,13,No
2680,Female,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,Low,Travel Rarely,Never,Better,Single,L0,24,3,4577,693,65,24785,9,14,4,3,2,2,2,0,Yes
